duration,protocol_type,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_file_creations,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,src_ip_encoded,dst_ip_encoded,threat_label,label,src_country,dst_country
6,udp,221,588,0,0,0,0,1,0,0,0,0,0,0,98,87,0.4562301539558973,0.9575339075743184,253,273,0.764180345681849,0.06989146390870626,0.7777763027744812,0.34038661382936797,46,31,normal,1,USA,Canada
1,tcp,253,228,0,0,0,0,0,0,0,0,0,0,0,100,104,0.3489658598426788,0.4150864134804202,257,257,0.5743883654164109,0.6325844398153201,0.32720737066825867,0.656605540644747,45,25,normal,1,Unknown,USA
7,tcp,48,855,0,0,1,0,0,0,0,0,0,2,0,108,103,0.23518353679752269,0.05630891134534066,251,253,0.06218828822977174,0.06928148535899392,0.03633001618592313,0.8547619598461613,48,47,normal,1,China,USA
6,tcp,403,257,0,0,2,0,1,0,0,0,0,0,0,99,102,0.43511714759654796,0.27753550386554526,229,276,0.6457732160510531,0.47063754500766375,0.9810875044673532,0.4787019158431153,15,42,normal,1,USA,UK
18,icmp,817,1558,0,0,0,0,1,0,0,0,0,0,0,103,115,0.3820817490005699,0.3627124675368538,272,266,0.8303426686825598,0.7809676677122006,0.9722355855899083,0.28417118475975034,29,23,normal,1,Unknown,UK
1,tcp,166,765,0,0,0,0,0,0,0,0,0,0,0,122,102,0.9741954801409801,0.6137976364635918,259,237,0.7066795464215033,0.77085515455013,0.7319412796820397,0.515730232944673,4,21,normal,1,Brazil,USA
6,tcp,21644,367,0,0,0,0,1,0,0,0,0,0,0,109,85,0.6217144106463207,0.41380817055658825,235,270,0.7977083716347043,0.4460423740776712,0.977056561945593,0.12221960264061515,5,8,suspicious,2,Russia,USA
1,udp,6,127,0,0,0,0,0,0,0,0,0,1,0,84,101,0.29659720567722303,0.644472671853226,269,244,0.7098804227630653,0.17851584836905499,0.6870100932571885,0.31731250664920296,29,40,normal,1,Unknown,USA
3,tcp,205,2162,0,0,0,1,1,0,0,0,0,0,0,105,123,0.760491129326828,0.3233781445616932,278,254,0.6380615432405177,0.9286745633050228,0.40040146425984036,0.8924404104114871,28,10,suspicious,2,Unknown,UK
13,tcp,14,933,0,0,1,0,0,0,0,0,1,0,0,103,110,0.972064998019457,0.5028075586803041,248,266,0.7290640241705837,0.7071130535707626,0.2526141604411857,0.7671238165455357,49,16,normal,1,India,USA
6,tcp,862,9456,0,0,1,0,1,0,0,0,0,0,0,89,101,0.6855440182652894,0.9642285294855858,262,276,0.35897496498973747,0.10203037164239126,0.32728183519690823,0.4550449830504901,22,27,normal,1,USA,USA
4,udp,6,888,0,0,0,0,1,0,0,0,0,0,0,74,108,0.1449728620712536,0.5786430441357314,250,225,0.1093985420486756,0.7450139056800413,0.5376674585856864,0.36637629455409093,30,5,normal,1,Germany,USA
5,tcp,10,1007,0,0,1,0,0,1,0,0,1,0,0,90,96,0.9452497097931792,0.07738055681079703,222,262,0.2519118076524697,0.5694530871245446,0.36427239406712597,0.07958572021428456,10,23,normal,1,Russia,Australia
6,udp,41,44,0,0,0,0,1,0,0,0,0,0,1,129,109,0.919936520079922,0.14392070435130222,247,233,0.4876496523336349,0.26411038413013477,0.36826913843757003,0.2060531297520638,13,26,normal,1,USA,Canada
15,udp,252,642,0,0,0,0,1,0,0,0,2,0,0,114,94,0.44268503019799244,0.7848622357445179,293,271,0.5611384919358243,0.6955521701281249,0.7535994880954064,0.3190791067237473,49,38,normal,1,Brazil,USA
22,tcp,45,250,0,0,0,0,1,0,0,0,0,0,0,83,98,0.7928232956916977,0.39120710704405914,274,264,0.5735571171158639,0.84771113046862,0.49532169981445573,0.5061700317552351,24,18,normal,1,China,Canada
31,udp,46,1393,0,0,0,0,0,0,0,0,0,0,0,95,96,0.7004519218179824,0.8066031294231003,257,285,0.7320775135055411,0.26070868414573567,0.6891256397427864,0.1910672759298061,9,3,normal,1,Unknown,USA
15,tcp,103,666,0,0,1,0,1,0,0,0,0,0,0,105,89,0.6940251095209345,0.2192729889250259,251,265,0.3255596808158787,0.6937199437958604,0.22591496054617843,0.2924269457723597,33,27,normal,1,Russia,Canada
3,tcp,91,1768,0,0,0,0,0,0,0,0,0,0,0,122,92,0.8331144387209746,0.10015643151790621,248,238,0.47159152097529555,0.19685345975337276,0.6185400791823508,0.3998029807745853,11,6,normal,1,India,UK
11,tcp,2907,9886,1,0,0,0,1,0,0,0,0,1,0,97,104,0.916235702539324,0.16707857794057068,249,260,0.45828557603681774,0.587945687308744,0.6740467852061386,0.9685777496941887,48,34,suspicious,2,China,USA
5,icmp,585,121,0,0,0,0,1,0,0,0,0,0,0,104,92,0.7086188364004914,0.5034084289613335,255,241,0.4065795678158426,0.9351657123506261,0.36105435428777855,0.07325722901336196,9,22,normal,1,USA,USA
2,tcp,77,1669,0,0,0,0,0,0,0,0,0,0,0,109,94,0.5012778613629512,0.3578956120259825,267,254,0.6127966861103936,0.4526304492879145,0.8438713792559548,0.28467831911802466,25,17,normal,1,USA,Australia
18,tcp,9838,1124,0,0,0,0,1,0,0,0,1,0,0,102,105,0.8098514715838868,0.700686579186887,264,225,0.9069433323915655,0.6745994287404671,0.7363191064749777,0.4942891265888374,34,25,suspicious,2,USA,Japan
0,tcp,396,7855,0,0,0,0,1,0,0,0,1,2,0,95,117,0.08948797454433821,0.02195593782646965,256,276,0.2414491667492087,0.9612780255560301,0.5692512476888103,0.1189983092921355,24,37,normal,1,USA,UK
23,tcp,21,1162,0,0,0,0,1,1,0,0,0,0,0,100,102,0.590825859891234,0.9787804623453392,261,263,0.0535702009740846,0.4837047856080017,0.07372554746239768,0.3256594684000832,34,12,normal,1,India,UK
6,tcp,247,994,1,0,1,0,1,0,0,0,0,0,0,91,105,0.5319387729356837,0.853111412718389,247,241,0.6431526362421487,0.06429600311093675,0.9919329351452167,0.17911427485301246,33,34,normal,1,USA,USA
10,tcp,433,1446,0,0,0,0,1,0,0,0,0,2,0,98,79,0.997447764542648,0.006720914357532415,278,268,0.1289696883918372,0.8789582239378123,0.22362710620031,0.3006224254559331,16,10,normal,1,USA,USA
10,tcp,37,1606,0,0,2,0,1,0,0,0,0,1,0,106,100,0.45794262587250445,0.08164223272231275,259,248,0.6320600817251592,0.8288279065414389,0.21488325634689864,0.4965026208216886,25,30,normal,1,Russia,USA
22,tcp,18,3574,0,0,1,0,0,0,0,0,0,1,0,95,109,0.8949702751801527,0.5366067112411007,256,261,0.8001111236645203,0.22328969117119934,0.4000539185648476,0.5737696162747783,28,29,normal,1,Unknown,UK
10,tcp,176,118,0,0,2,0,0,0,0,0,0,0,0,101,93,0.2457905996251074,0.04978912008385039,247,243,0.38180299014179175,0.613380575536367,0.41680238190736707,0.45729252840268175,15,8,normal,1,Germany,USA
9,tcp,72,223,0,0,0,0,1,0,0,0,0,0,0,89,107,0.8817690250185536,0.3652282855691561,234,246,0.3595950385928347,0.35963868919480446,0.9061797160291224,0.0648873873579231,8,24,normal,1,China,Australia
0,udp,2859,5447,0,0,1,0,1,0,0,0,0,1,0,101,96,0.8856710971112257,0.9027095130463765,272,246,0.1973338980064301,0.13503278866772572,0.033862980725916536,0.7361738285908023,43,16,suspicious,2,USA,Canada
7,icmp,653,21,0,0,0,0,0,0,0,0,0,0,0,86,104,0.22086426452468155,0.3966386550278945,248,254,0.16533193467762652,0.4337969371795678,0.5563577351787021,0.22305872041874253,7,28,normal,1,China,UK
1,tcp,41,355,0,0,3,0,1,0,0,0,0,0,0,91,112,0.7217370352933228,0.3327651926204819,277,251,0.1348059412148228,0.5254070405421442,0.7808635451250117,0.3798269195952181,30,10,normal,1,Germany,Australia
13,tcp,347,504,0,1,0,0,1,0,0,0,0,0,0,84,71,0.9960469129314515,0.4301165577244557,253,269,0.3363246562482006,0.3898994884921002,0.12412142256170244,0.6048155053589778,13,24,normal,1,Russia,UK
7,icmp,1871,309,0,0,0,0,1,0,0,0,0,0,0,100,102,0.5495780900622391,0.7395708961000448,253,230,0.9267350358353051,0.9207572702437602,0.24050988229912607,0.7595616689360639,23,45,suspicious,2,India,UK
11,udp,9,4321,0,0,1,1,0,0,0,0,0,0,0,103,86,0.2747069771395756,0.7902202379181164,240,257,0.8107036534309748,0.4555798873414293,0.5327162218311287,0.21777575823578232,48,26,suspicious,2,Brazil,Japan
0,tcp,19,823,0,0,0,0,1,0,0,0,0,0,0,99,117,0.43362268782028235,0.1330649352136355,252,270,0.3983806859237631,0.9638294497411238,0.8321597163822704,0.4708936228622367,27,39,normal,1,Russia,USA
0,tcp,145,225,1,0,0,0,0,1,0,0,0,0,0,104,103,0.02578650645240832,0.6896230063378155,257,274,0.9110796961397486,0.9900291691757653,0.7461449165875651,0.4335173720130895,25,29,normal,1,Unknown,UK
12,tcp,159,155,0,0,1,0,1,0,0,0,0,0,0,95,91,0.03002119599455344,0.32914469306794913,234,280,0.8835607613738614,0.7819020092175925,0.5850187412975153,0.5716462214364648,26,28,normal,1,Brazil,Japan
0,tcp,133,615,0,0,0,0,1,0,0,0,0,0,0,111,85,0.6662080715757644,0.2705154596519177,266,255,0.09300178637503342,0.4070764571372415,0.7407252348079904,0.40637978269383046,18,1,normal,1,Germany,USA
0,tcp,79,2319,0,0,1,0,0,0,0,0,0,1,0,94,99,0.7351172776426949,0.2636924853475979,272,269,0.31895991438799953,0.1467588049408034,0.9700305858945922,0.5357789922698915,39,32,normal,1,USA,USA
0,icmp,77,496,0,0,1,1,1,1,0,0,0,0,1,90,93,0.3786782327420781,0.5921977159250992,286,263,0.6821371325888925,0.7015599906809311,0.9413256861521284,0.2298455123485298,9,41,suspicious,2,China,UK
31,tcp,320,329,0,0,0,0,1,0,0,0,1,0,1,90,98,0.5546999673339319,0.9885583316979107,264,234,0.5897489528471445,0.5216391731319407,0.0004322681670948514,0.5567366920153373,33,13,normal,1,India,USA
13,tcp,1433,142,0,0,1,0,0,0,0,0,0,0,0,105,87,0.7428492830540214,0.7071419744723286,251,226,0.3312502220324913,0.20966451426936095,0.18646686454561034,0.44466859400340586,40,22,suspicious,2,Brazil,UK
4,udp,56,707,0,0,0,0,1,0,0,0,0,0,0,102,97,0.8137458757768614,0.5171300913482002,234,269,0.3895725137805742,0.19181136921388953,0.63250242998431,0.8364693992404705,9,24,normal,1,Brazil,USA
3,udp,19473,650,0,0,3,0,1,0,0,0,0,0,0,99,100,0.730789749280143,0.3304248602006076,235,237,0.6710365055192609,0.9057738396362952,0.7095580949451945,0.9471170552493173,14,27,suspicious,2,Russia,UK
4,udp,7490,136,1,0,0,1,1,0,0,0,0,0,0,101,99,0.532504044405369,0.13261997156177285,259,220,0.39228177562441413,0.4466705985379812,0.2652870142350521,0.6645064972640072,41,1,suspicious,2,USA,USA
14,icmp,2118,1881,0,0,0,0,1,0,0,0,0,0,0,85,125,0.7413323503794461,0.31251509656910137,271,288,0.12781679762616838,0.23635822689663422,0.596586039379081,0.2247531321201387,32,13,suspicious,2,Germany,UK
10,tcp,515,5213,0,0,0,0,1,0,0,0,0,0,1,111,108,0.661236086817209,0.39571520088012235,245,247,0.546160660161895,0.16801101688960496,0.41803432896362536,0.23418086406456073,17,27,normal,1,Russia,USA
2,icmp,8233,434,0,0,0,0,0,0,0,0,0,1,0,84,115,0.4425122979682451,0.7295373545866004,260,253,0.5236193872541981,0.41147833765393993,0.19389371928020793,0.8758253754757666,35,25,suspicious,2,Brazil,Japan
1,udp,83,634,0,0,0,0,1,0,0,0,0,0,0,89,112,0.1432539512927724,0.45662743286996776,261,245,0.30452218085539573,0.9170695632224399,0.3983856673416314,0.6156381820679767,30,42,normal,1,India,UK
1,tcp,28,76,0,0,0,0,0,0,0,0,0,0,0,88,117,0.685024431728874,0.5515296163257146,259,272,0.11178459861697665,0.45322576341625587,0.5976551009798059,0.928312975734568,32,21,normal,1,Russia,Australia
10,tcp,51,1218,1,0,0,0,0,0,1,0,1,0,0,113,100,0.45566056220678086,0.15340901542144125,244,250,0.15270130095483203,0.41194015006365725,0.8033650100524299,0.8934392803313134,48,19,suspicious,2,Brazil,USA
14,tcp,19,809,0,0,2,0,1,0,0,0,0,0,0,95,97,0.18258265389711126,0.7878058295331041,260,259,0.051558165431600966,0.9081256937756401,0.1529495662965743,0.9533240129716224,35,35,normal,1,India,Canada
3,icmp,189,247,0,0,0,0,1,0,0,0,0,0,0,115,100,0.4103499913763866,0.3002364455297789,272,266,0.30237348537487807,0.12290594935702848,0.9187492752842018,0.9445384056692094,46,47,normal,1,China,USA
0,tcp,270,132,0,0,0,0,1,0,0,0,0,0,0,92,93,0.07391743237230963,0.170807401188399,246,223,0.22087073834846005,0.2214324136287752,0.8866136378482515,0.26462649794069437,7,21,normal,1,Germany,USA
0,tcp,221,6446,0,0,0,0,1,0,0,0,0,0,0,100,89,0.27450789605108117,0.44375195749299523,245,261,0.9157801493618563,0.21598195934422937,0.24753573403851414,0.15814613680734968,47,16,normal,1,Germany,USA
34,tcp,144,716,0,0,2,0,0,0,0,0,0,1,0,100,103,0.8754720985800488,0.21147944912202998,279,266,0.09042848822993743,0.9464207956500968,0.118102139142924,0.3925232509920842,10,27,normal,1,USA,UK
3,tcp,193,101,0,0,1,0,1,0,0,0,1,0,0,90,89,0.06196413387521649,0.38769130216771586,283,259,0.7763503057648983,0.9827282118525966,0.8582138668301238,0.7994648043454142,10,20,normal,1,India,Japan
14,tcp,4782,1455,0,0,1,0,1,0,0,0,0,0,0,96,104,0.1512107662757225,0.060058254577275094,247,247,0.6477275890510642,0.1841005980738688,0.7545718983212795,0.39960520634666086,34,26,suspicious,2,USA,USA
9,tcp,512,569,0,0,0,0,1,0,0,0,0,0,0,102,107,0.7681074254577109,0.06953123553859553,245,269,0.3917534863342065,0.13518320222680602,0.24603991016921667,0.06779917487083853,12,46,normal,1,Brazil,USA
4,udp,939,440,0,0,0,0,1,0,0,0,0,1,0,85,120,0.9286755021615416,0.07996284340134485,256,281,0.0021417469616371587,0.5981735900852296,0.03036585891003485,0.3568105674852141,46,28,normal,1,China,Japan
2,tcp,217,1750,0,0,1,0,0,0,0,0,0,0,0,94,113,0.6852485369661576,0.9898515312767225,259,258,0.41672785764613773,0.6553670861553207,0.5680416471759792,0.16190369537214366,41,28,normal,1,Germany,Australia
1,tcp,5,8,0,0,0,0,1,0,0,0,0,1,0,115,93,0.032410923223262444,0.91304451364689,252,260,0.9136033244437164,0.880203873273525,0.33815237108566476,0.9447152226330467,42,10,normal,1,Russia,Canada
9,tcp,3,26,0,0,2,0,1,0,0,0,0,1,0,80,109,0.38741386188317295,0.7424151638067241,259,256,0.8875619823210836,0.6779436926813424,0.8532272989877477,0.4194912846002494,16,18,normal,1,Unknown,USA
14,tcp,9562,3193,0,0,3,0,1,0,0,0,0,0,0,93,106,0.9990773743632766,0.8381017653142262,257,288,0.8536471767618442,0.6372080476678741,0.92529436576534,0.9571132669377167,47,44,suspicious,2,China,USA
10,tcp,51,332,0,0,1,0,1,0,0,0,0,0,0,102,84,0.7522137870366972,0.43299621790212883,261,250,0.37532253457047693,0.6250162978153659,0.35776222126708046,0.7535705410404208,44,41,normal,1,Russia,USA
7,tcp,43,212,0,0,1,0,0,0,0,0,0,1,0,97,101,0.7296108453282706,0.7239234543425578,274,235,0.35492141864741455,0.7405606308118233,0.28907367666348727,0.3521304792309019,25,19,normal,1,China,USA
0,tcp,242,54,0,0,2,0,1,0,0,0,0,1,0,115,98,0.4147990299950607,0.1967439552994984,260,262,0.49422626717296236,0.6213591814030625,0.3884844375841655,0.31357670946667215,11,21,normal,1,USA,UK
34,tcp,446,539,0,0,1,0,0,0,0,0,0,0,0,104,106,0.33452173958882725,0.6755064961115009,204,243,0.8718858397991286,0.26822757877514136,0.4972191350135666,0.048661694888379015,47,21,normal,1,USA,USA
16,tcp,574,649,0,0,0,0,0,0,0,0,0,0,0,109,92,0.17967279801524072,0.4646629455553274,245,244,0.8228183383121102,0.2507836596478109,0.5954759436921406,0.20814883107290294,19,2,normal,1,USA,USA
3,tcp,5160,3502,0,0,1,0,0,0,0,0,0,0,0,101,105,0.4125151801597038,0.6498510917253036,239,233,0.6459105387192874,0.21875708780642222,0.8098326998927841,0.4288700247682421,10,20,suspicious,2,India,USA
39,tcp,2985,705,0,0,3,0,1,0,0,0,0,0,0,94,105,0.7772694721401407,0.11463762702881553,274,221,0.487736303717066,0.7291531717634929,0.14943518199799966,0.2150138459886054,18,49,suspicious,2,China,USA
9,tcp,29,256,0,0,3,0,1,0,0,0,0,0,0,92,89,0.8959359083031939,0.1622921532652032,255,253,0.12896526351837256,0.43225084343412656,0.15980570243835235,0.5608150954544792,18,41,normal,1,Germany,UK
8,tcp,1030,741,0,0,0,0,0,0,0,0,0,0,0,95,112,0.6155655274353509,0.6697065603124016,262,274,0.6411966404185525,0.5246152889857476,0.19650431676293556,0.20514331513614004,45,33,suspicious,2,China,Canada
13,udp,68,2130,0,0,2,0,0,0,0,0,0,0,0,96,106,0.20196717442586154,0.02783557572100681,248,261,0.7747464605171016,0.5116491693917461,0.2619651595790967,0.5521122886858458,7,43,normal,1,Germany,UK
16,udp,112,1535,0,0,1,0,1,0,0,0,0,0,1,77,104,0.6369400572359315,0.42943804315695766,279,247,0.33261295303644833,0.6833653604736162,0.9307591023436189,0.7477366662459671,8,5,normal,1,India,USA
10,tcp,16,1024,0,0,1,0,1,0,0,0,1,0,0,99,85,0.9273255006648577,0.27276201475123407,257,270,0.4667055554549445,0.2989139100795223,0.5259694426834051,0.5108173538655383,44,41,normal,1,China,Japan
1,tcp,5,609,0,0,0,0,0,1,0,0,0,0,0,91,91,0.11894660640396526,0.6681264039633308,279,240,0.7558211374513518,0.5617903752205163,0.20058679364924537,0.4726818201616987,9,43,normal,1,USA,USA
4,tcp,139,168,0,0,1,0,0,0,0,0,0,0,0,90,95,0.05390138156394941,0.3502581953355477,254,235,0.8112109363277229,0.8005315664126923,0.4730881708657261,0.9592523602436597,46,45,normal,1,USA,Australia
26,tcp,21,85,0,0,1,0,1,0,0,0,0,2,0,116,91,0.429726434601561,0.19301182765295866,280,225,0.953267927601846,0.42272901262775464,0.9390578609986893,0.8642350284434716,34,23,normal,1,China,UK
2,udp,949,67,0,0,0,0,0,0,0,0,0,0,0,101,80,0.3705929165326166,0.8631556594458814,235,244,0.36217724467369505,0.8758844208565456,0.6478448197582252,0.5013311676709185,17,42,normal,1,Russia,Australia
4,icmp,84,728,0,0,2,0,0,0,0,0,1,1,0,103,115,0.5242188539136723,0.23403642083464438,233,247,0.9191110154678123,0.4026906804242081,0.06608505875792914,0.44654773888596777,42,43,normal,1,USA,USA
5,udp,275,851,0,0,1,0,0,1,0,0,0,0,0,104,107,0.023865884160853112,0.358318596225215,240,253,0.08636377949066842,0.6410421406747412,0.2970992248629799,0.7139421867725175,23,10,normal,1,India,USA
5,udp,2287,2082,1,0,1,0,0,0,0,0,1,1,0,112,89,0.6839861099909914,0.1857138197292243,242,265,0.31575757462836895,0.6751412261849546,0.198564143394225,0.3446142768197962,33,20,suspicious,2,China,Canada
9,udp,7,936,0,0,0,0,0,0,0,0,0,0,0,92,92,0.891199229340289,0.9316428068582724,255,226,0.682056495368318,0.421346836711771,0.22013425764906747,0.7396200086720015,37,20,normal,1,Germany,USA
28,tcp,34,1951,1,0,1,1,1,0,0,0,0,0,0,96,108,0.19651971128848988,0.2358590766973384,258,275,0.16664524421870897,0.43756198869397445,0.2876400409068113,0.726555678855122,14,23,suspicious,2,Germany,USA
2,tcp,213,331,0,0,2,0,0,1,0,0,0,0,0,102,86,0.3975315947203747,0.5198860267155048,231,240,0.7983484793592769,0.534177316833771,0.2977738426626918,0.8654051873223294,29,4,normal,1,Russia,USA
1,udp,277,1282,0,0,0,0,0,0,0,0,0,0,0,102,105,0.5310908516109168,0.817076621172958,265,253,0.20222294659168238,0.8401057762177886,0.8870974860538557,0.8517399476305065,1,5,normal,1,USA,USA
2,tcp,1348,89,0,0,1,0,1,0,0,0,0,0,0,104,103,0.6697159993185158,0.20375323743857698,251,232,0.1991546404107455,0.9346333874262366,0.5485877836914073,0.5257779633635392,47,39,suspicious,2,Russia,Japan
21,tcp,840,368,0,0,1,0,0,0,0,0,0,0,0,104,102,0.10382772474234137,0.9983532437889391,244,260,0.2666453232345536,0.0014797320424063676,0.940758896073407,0.141120443599835,32,37,normal,1,USA,USA
10,tcp,180,25,0,0,1,0,1,0,0,0,0,0,0,105,101,0.15187305245991323,0.31611577512039957,270,248,0.9143122405950014,0.8384599347457482,0.09525148470765532,0.6839070717883668,7,6,normal,1,China,UK
3,udp,272,423,0,0,0,0,1,0,0,0,0,0,0,98,98,0.6919662180185107,0.9240647461522123,249,251,0.12107953690393569,0.5264607426188639,0.9411439682593532,0.6054516207778452,11,2,normal,1,China,USA
16,tcp,287,2533,0,0,0,0,0,0,0,0,0,0,0,91,78,0.6909981421993254,0.1725286463800787,249,255,0.6690641359027621,0.2470530947137305,0.24735727893550352,0.8881951991540984,22,17,normal,1,Russia,USA
19,tcp,7,448,0,0,0,0,1,0,0,0,0,0,0,98,110,0.2330814280133956,0.24868167624966087,251,272,0.3222251488034973,0.16303077709292801,0.810177743159703,0.03808567704654686,14,35,normal,1,USA,Japan
18,icmp,108,1191,0,0,2,0,0,0,0,0,0,0,0,104,105,0.07023458186146192,0.69412949025009,275,248,0.9036615235675272,0.7704535080606545,0.8752361518982312,0.5136408618245512,14,36,normal,1,China,Japan
25,udp,243,607,0,0,1,1,0,0,0,0,0,0,0,88,93,0.9155296871019416,0.1754333670930034,233,252,0.7057266138405928,0.5854640965361257,0.5009866733263978,0.7314724572932407,8,28,suspicious,2,USA,UK
2,icmp,371,171,0,0,1,0,0,0,0,0,0,0,0,108,93,0.5604615512976114,0.7190854181476959,262,261,0.4935277975609683,0.22630286121150767,0.2213308819923958,0.36339920668771775,24,12,normal,1,Brazil,USA
14,tcp,23,304,0,0,0,0,0,1,0,0,0,0,0,98,99,0.8712729448946714,0.3975863052245213,269,244,0.71318545773621,0.3877084576647025,0.8391340983159065,0.48369308592590254,37,16,normal,1,Germany,USA
6,tcp,11,2367,0,0,0,0,1,1,0,0,0,0,0,106,104,0.2935842328998045,0.2615779574386963,238,260,0.02366406929151721,0.9609811919160924,0.9850844695513307,0.09486303361526893,7,26,normal,1,China,USA
18,udp,92,1182,0,0,0,0,0,0,0,0,0,0,0,108,100,0.6726748758905298,0.14388963115101683,300,248,0.6372287954593345,0.6102098755051704,0.10893460755724405,0.8305089829065136,8,29,normal,1,Brazil,USA
13,tcp,7591,159,0,0,0,0,0,0,0,1,0,0,0,106,107,0.7733302347722044,0.12910755411250463,247,257,0.45872628807281013,0.14264402003372945,0.06660498752971555,0.8768172843193145,12,34,suspicious,2,Germany,USA
14,tcp,28,50,0,0,0,0,0,0,0,0,0,1,0,109,95,0.7833074228032574,0.6769259412363945,285,254,0.7809720991864685,0.7401071454945711,0.7040371976567817,0.624152140449831,14,10,normal,1,China,USA
10,tcp,1552,550,0,0,2,0,0,0,0,0,0,0,0,102,108,0.567938735859935,0.8525325517924602,264,233,0.8297470750152978,0.8361758198875513,0.4629920805275941,0.1117642072487196,14,20,suspicious,2,China,Canada
1,tcp,3531,168,0,0,1,0,1,0,0,0,1,1,0,99,90,0.8756857814031193,0.9457270310046845,269,241,0.7519854117106961,0.9541531802153783,0.12117286005802141,0.6497147856116239,15,46,suspicious,2,Unknown,Australia
7,tcp,162,309,0,0,0,0,1,0,0,0,0,1,0,88,108,0.5325976017285408,0.3892006325009545,290,255,0.04311075620626803,0.7860660533117808,0.5473319391884773,0.7369752503823566,31,46,normal,1,China,USA
41,tcp,38,45,0,0,1,0,0,0,0,0,0,1,0,106,100,0.06920841970632996,0.6284597963884015,254,226,0.9481512421088565,0.14891301969618342,0.2800994582617006,0.11213110882544608,13,44,normal,1,USA,USA
27,tcp,413,1922,0,0,1,1,0,0,0,0,0,0,0,95,90,0.4396955961346194,0.3967384928564337,240,263,0.004692394072353334,0.8780640216438241,0.6892275001630954,0.7386049099954852,24,26,suspicious,2,USA,USA
0,udp,219,348,0,0,0,0,1,0,0,0,0,0,0,99,114,0.9378433479094533,0.6264148632355936,259,263,0.8038957731238734,0.30448758255473574,0.05292076772633747,0.8912986357536524,31,40,normal,1,India,USA
1,tcp,26,437,0,0,1,0,1,0,0,0,0,0,0,108,103,0.12014558588201818,0.35815182955674696,257,237,0.4690271565379647,0.33801685299533824,0.9767192309042838,0.6393399126136602,49,31,normal,1,USA,USA
1,tcp,39,115,0,0,0,1,1,0,0,0,0,0,0,90,90,0.9878481642611625,0.6640664456906987,233,285,0.933175534933749,0.1387563362181281,0.6388212787511145,0.7275482309142214,41,24,suspicious,2,Germany,Canada
12,tcp,367,266,0,0,0,0,1,0,0,0,0,0,0,113,103,0.96420367475149,0.7854059822454973,247,243,0.34554490014623984,0.11309516831410205,0.3194440196822944,0.8670579758507754,31,42,normal,1,China,UK
17,tcp,959,484,0,0,1,0,0,0,1,0,1,0,0,92,82,0.5419189041487616,0.6527803880557819,261,249,0.7214605641922255,0.4917142774169604,0.8492436026598318,0.8828936094826719,24,45,suspicious,2,USA,Canada
2,icmp,77,160,0,0,0,0,0,0,0,0,0,0,0,98,106,0.4238020760315343,0.3838722626207467,268,254,0.508689281034487,0.23086946661107421,0.7795640893228921,0.1746426966879605,35,12,normal,1,China,USA
7,tcp,129,291,0,0,0,0,0,0,0,0,0,0,0,90,91,0.9370666386245109,0.9865330238682549,244,241,0.923456502021036,0.4870701081633547,0.7015639965289927,0.6392468985582979,43,49,normal,1,China,USA
18,udp,565,3227,0,0,0,0,0,0,0,0,0,1,0,78,91,0.9469451302140888,0.23949639337906492,256,243,0.394862628807627,0.8503071310689975,0.7949531162181243,0.4603020108999396,15,14,normal,1,USA,UK
13,tcp,105,29,0,0,1,0,0,0,0,0,0,0,0,103,90,0.010852115259404882,0.24516621500023483,259,237,0.10595877220163052,0.8353947035724855,0.8736676641775052,0.5097059071722788,42,21,normal,1,Unknown,USA
7,tcp,81,532,0,0,0,0,0,0,0,0,0,0,0,102,97,0.5507247257012228,0.20196408914201402,233,254,0.9630817854013147,0.17400660162907988,0.8616034892597905,0.18976616511381317,43,40,normal,1,Germany,USA
8,tcp,32,124,0,0,0,0,0,1,0,0,0,0,0,101,98,0.64513497785965,0.7034900618628644,231,238,0.6616008374754303,0.7852911509648605,0.39529895876457044,0.6715332642770164,7,44,normal,1,India,UK
7,tcp,31,2995,1,0,0,0,1,0,0,0,0,0,0,89,87,0.041566373228860365,0.5648559916579897,261,276,0.5262959478371899,0.05839648862736324,0.8285360067408806,0.8614618618671198,44,6,normal,1,Unknown,Japan
3,tcp,30876,307,0,0,1,0,1,0,0,0,0,1,0,101,111,0.5506968989466837,0.9810023031013362,279,242,0.6974347385217049,0.9557656756702537,0.9888431633371839,0.0007685759090304556,27,10,suspicious,2,Germany,Australia
8,tcp,100,83,0,0,3,0,1,0,0,0,0,0,1,114,106,0.007548854968399743,0.32931693161943953,248,257,0.9603701921677475,0.524675253256647,0.5138044355102378,0.3450032907586219,20,14,normal,1,USA,Japan
11,tcp,2275,291,0,0,0,0,0,0,0,0,0,1,0,102,99,0.893070003186832,0.9955628367494065,272,264,0.857628338841309,0.04821544186346982,0.5059984461259194,0.9386538432624779,18,48,suspicious,2,China,Japan
20,udp,4306,681,0,0,0,1,1,0,0,0,0,1,1,99,97,0.20358059422276142,0.903603722484704,268,233,0.4942809010294429,0.7172416425911072,0.12621684239388908,0.917198076331601,18,25,suspicious,2,India,UK
